text,tags,entities
"Mount Fuji, Japan's highest mountain, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Aconcagua, the highest peak in South America, can be found in Argentina.",B-MOUNTAIN O O O O O O O O O O O,Aconcagua
"Mount Elbrus, the highest peak in Europe, straddles the border between Russia and Georgia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Elbrus
"Vinson is the highest point on Antarctica's continent, reaching 4,892 meters above sea level.",B-MOUNTAIN O O O O O O O O O O O O O,Vinson
"Mount Whitney, located in California, United States, is the highest summit in the Lower 48 states.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Whitney
"Mount Kosciuszko, the highest peak of mainland Australia, stands at an elevation of 2,228 meters.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Kosciuszko
"Mount Rinjani, a volcanic mountain located on the Indonesian island of Lombok, is the second highest in Indonesia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O,Mount Rinjani
"Olympus, located in Greece, is the highest mountain in the Balkan Peninsula with an elevation of 2,918 meters.",B-MOUNTAIN O O O O O O O O O O O O O O O O O,Olympus
"The Matterhorn, known for its iconic pyramid peak, is located on the border between Italy and Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Matterhorn
"The Matterhorn, with its iconic peaks, is located in Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"Mount Fuji, an active stratovolcano, is Japan's tallest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Vesuvius, famous for its eruption in 79 AD, is located near Naples, Italy.",B-MOUNTAIN O O O O O O O O O O O O,Vesuvius
"The Andes Mountain Range stretches over 7,000 kilometers along the western coast of South America.",O B-MOUNTAIN O O O O O O O O O O O O O,Andes
"Elbrus, a dormant volcano, is the highest mountain in Russia.",B-MOUNTAIN O O O O O O O O O,Elbrus
"Mount McKinley, renamed Denali in 2015, is the highest peak in North America.",O O O B-MOUNTAIN O O O O O O O O O,Denali
"The Atlas Mountains run for over 2,400 kilometers through Morocco and Algeria.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Atlas Mountains
"Mount Kilimanjaro, a popular destination for climbers, is known for its three volcanic cones.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Kilimanjaro
"Mount Blanc, standing at 4,810 meters high, is the highest peak in Western Europe. || Mont Blanc",O O O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Mont Blanc
"The Matterhorn, a famous peak with a distinctive pyramid shape, lies on the border between Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O O O O O O,Matterhorn
"Aspen is home to Colorado's highest mountain, Elbert.",O O O O O O O B-MOUNTAIN,Elbert
"Mount Fuji, Japan's tallest mountain, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"The highest peak in South America, Aconcagua, reaches a staggering height of 6,962 meters.",O O O O O O B-MOUNTAIN O O O O O O O,Aconcagua
"Mount Vesuvius, a volcanic mountain in Italy, is famous for its eruption that led to the destruction of Pompeii.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Mount Vesuvius
"The Andes Mountains stretch over 7,000 kilometers and contain numerous high peaks, including Mount Ojos Del Salado.",O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN,Mount Ojos Del Salado
"Kilimanjaro's three volcanic cones form its unique shape, with Uhuru Peak being the highest point.",B-MOUNTAIN O O O O O O O O O O O O O O,Kilimanjaro
"The mountain range known as the Urals is one of the oldest on Earth and stretches over 2,500 miles.",O O O O O O B-MOUNTAIN O O O O O O O O O O O O,Urals
"Ararat, located in modern-day Turkey, is where the biblical story of Noah's Ark comes to rest.",B-MOUNTAIN O O O O O O O O O O O O O O O,Ararat
"Mount McKinley, renamed Denali by the local Alaskan indigenous people, is North America's highest mountain. || Denali (renamed from Mount McKinley)",O O O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Denali
"The Matterhorn, a famous mountain in Switzerland, is an iconic peak with a distinctive pyramid shape.",O B-MOUNTAIN O O O O O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook, New Zealand's highest mountain, is a popular destination for climbers worldwide.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest mountain, is an active stratovolcano and a cultural symbol of the country.",B-MOUNTAIN O O O O O O O O O O O O O O,Fuji
"Mount Elbrus, located in Russia, is the highest peak in Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"The Andes Mountains, the world's longest mountain range, stretch through South America for thousands of miles.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Andes Mountains
"Mount McKinley, also known as Denali, is the highest mountain peak in North America. (Repeated for clarity)",O O O O O B-MOUNTAIN O O O O O O O O O O O,Denali
"Vinson is the highest peak on Antarctica's continent, located in the Sentinel Range of the Ellsworth Mountains.",B-MOUNTAIN O O O O O O O O O O O O O O O O,Vinson
"Kosciuszko, Australia's highest mountain, offers breathtaking views and hiking opportunities.",B-MOUNTAIN O O O O O O O O O,Kosciuszko
"The Urals, an extensive mountain range in Russia and Eastern Europe, form a natural border between Europe and Asia.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Urals
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
"The picturesque Matterhorn, located in the Swiss Alps, is one of the most famous mountains in the world.",O O B-MOUNTAIN O O O O O O O O O O O O O O O,Matterhorn
"Aspiring Mountain, also known as Aspiring, is New Zealand's third highest peak.",B-MOUNTAIN O O O O O O O O O O O,Aspiring
"The highest peak in Europe, Mont Blanc, attracts thousands of climbers each year.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Mont Blanc
"Mount Fuji, Japan's tallest mountain, is a popular symbol of the country.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"Elbrus, part of the Caucasus Mountains, is both Europe's and Russia's highest peak.",B-MOUNTAIN O O O O O O O O O O O O,Elbrus
"The Three Sisters are a range of volcanic mountains in Oregon, USA.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O,The Three Sisters
"In Australia, Kosciuszko, at 2,228 meters, is the country's highest peak.",O O B-MOUNTAIN O O O O O O O O,Kosciuszko
"The mountain range Andes spans more than 7,000 kilometers along western South America.",O O O B-MOUNTAIN O O O O O O O O O,Andes
"Vinson, located in Antarctica, is the southernmost active volcano and the highest point on the continent.",B-MOUNTAIN O O O O O O O O O O O O O O O,Vinson
"The tallest peak in Africa, Kenya, is part of the Eastern Rift Valley system.",O O O O O B-MOUNTAIN O O O O O O O O,Kenya
"The Matterhorn, with its iconic peak, is located in the Swiss Alps.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"Fuji, an active stratovolcano, is Japan's tallest mountain.",B-MOUNTAIN O O O O O O O,Fuji
"In the Canadian Rockies, Banff National Park features Burgess.",O O O O O O O O B-MOUNTAIN,Burgess
Kenya is a stratovolcano located in Kenya and is Africa's second-highest peak.,B-MOUNTAIN O O O O O O O O O O O,Kenya
The Ural Mountains form a natural border between Europe and Asia.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Ural Mountains
"Whitney, the highest summit in the contiguous United States, is part of the Sierra Nevada range.",B-MOUNTAIN O O O O O O O O O O O O O O O,Whitney
"Vesuvius, famous for its eruption that destroyed Pompeii, is a stratovolcano near Naples, Italy.",B-MOUNTAIN O O O O O O O O O O O O O,Vesuvius
The Atlas Mountains run along the northwestern coast of Africa and form a barrier between the Mediterranean Coast and the Sahara Desert.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Atlas Mountains
The Andes Mountain range stretches over 7000 kilometers in South America. || Andes Mountains,O B-MOUNTAIN O O O O O O O O O O O O,Andes
"The Matterhorn, with its distinctive peak, lies on the border of Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
Fuji is Japan's tallest mountain and a popular tourist destination.,B-MOUNTAIN O O O O O O O O O,Fuji
"The Andes, the world's longest mountain range, stretch across South America.",O B-MOUNTAIN O O O O O O O O O,Andes
"Mount Elbrus, located in Russia, is Europe's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Elbrus
"Mount Rushmore, famous for its carved presidential faces, is located in South Dakota, USA.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Rushmore
"Mount Vesuvius, known for its destructive eruptions, is located near Naples, Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Vesuvius
"The Rockies, a major mountain range in North America, are home to many national parks.",O B-MOUNTAIN O O O O O O O O O O O O O,Rockies
"Mount Ararat, legend says, is the resting place of Noah's Ark. It's located in eastern Turkey.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Ararat
"Mount Kilimanjaro, Africa's highest mountain, is a popular destination for climbers. || Mount Kilimanjaro (repeated for variety)",O B-MOUNTAIN O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, a famous mountain in Switzerland, has a distinctive pyramid shape.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Fuji is Japan's highest mountain and a popular tourist destination.,B-MOUNTAIN O O O O O O O O O,Fuji
"Aconcagua, located in the Andes, is the highest peak outside Asia.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"Mount Vesuvius, known for its eruption that destroyed Pompeii, is an active stratovolcano in Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Vesuvius
"The Rocky Mountains stretch over 3,000 miles from Canada to New Mexico.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Rocky Mountains
"Mount Aconcagua is the highest peak in South America with a summit of 22,841 feet.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Aconcagua
"Mount Shasta, located in California, is a dormant volcano and sacred site for some Native American tribes.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mount Shasta
"The Alps are a major mountain range in Europe, extending from France to Slovenia.",O B-MOUNTAIN O O O O O O O O O O O O,Alps
Olympus is the highest mountain in Greece and was home to the ancient Greek gods.,B-MOUNTAIN O O O O O O O O O O O O O O,Olympus
"Whitney, located in California, is the highest summit in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O,Whitney
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing at 6,959 meters tall, is the highest mountain outside Asia.",B-MOUNTAIN O O O O O O O O O O O,Aconcagua
"Fuji, an active stratovolcano in Japan, is known for its beautiful symmetrical cone shape.",B-MOUNTAIN O O O O O O O O O O O O O,Fuji
"In South America, Chimborazo is the highest peak above the Earth's center due to the planet's equatorial bulge.",O O O B-MOUNTAIN O O O O O O O O O O O O O O,Chimborazo
"Vesuvius, famous for its eruption that destroyed Pompeii, is a stratovolcano near Naples, Italy.",B-MOUNTAIN O O O O O O O O O O O O O,Vesuvius
"The tallest sandstone monolith in the world, Uluru, is located in Australia's Northern Territory.",O O O O O O O B-MOUNTAIN O O O O O O,Uluru
Elbrus is Europe's highest peak and is found on the border of Russia and Georgia.,B-MOUNTAIN O O O O O O O O O O O O O O,Elbrus
"Whitney, located in California, USA, is the highest summit in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O O,Whitney
"Mount Rinjani, an active volcano on the Indonesian island of Lombok, has a large volcanic crater lake called Segara Anak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O,Mount Rinjani
"Mount McKinley, officially renamed Denali in 2015, is the highest mountain peak in North America. || Denali (formerly Mount McKinley)",O O O O B-MOUNTAIN O O O O O O O O O O O O O O O,Denali
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing tall at 6,959 meters, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is a cultural symbol of the country.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
Mount McKinley was renamed Denali by the Alaska Native name in 1917.,O O O O B-MOUNTAIN O O O O O O O,Denali
"Mount Olympus, located in Greece, is known as the ""throne of Zeus"" from Greek mythology.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Olympus
"Mount Elbrus, Europe's highest mountain, is a dormant volcano located in Russia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Elbrus
The Swiss Alps are a major mountain range that attract tourists worldwide.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Swiss Alps
"Kosciuszko, Australia's highest peak, is found in the Snowy Mountains.",B-MOUNTAIN O O O O O O O O O,Kosciuszko
"Mount Vesuvius, an active volcano near Naples, Italy, is famous for its eruption that destroyed Pompeii.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Vesuvius
The highest point in Africa is Uhuru Peak on Mount Kilimanjaro. || Uhuru Peak (Mount Kilimanjaro),O O O O O O O O O O B-MOUNTAIN O O O O O,Kilimanjaro
"The Matterhorn, with its distinctive peak, is a popular destination for mountaineers.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is the tallest mountain in New Zealand.,B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, an active stratovolcano, is Japan's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"The Andes, the world's longest mountain range, span multiple countries in South America.",O B-MOUNTAIN O O O O O O O O O O O,Andes
"Mount Elbrus, located in Russia, is Europe's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Elbrus
"Whitney, in California, is the tallest mountain in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O,Whitney
Mount Kenya is a prominent mountain in East Africa with three peaks.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Kenya
"The Ural Mountains, forming the natural border between Europe and Asia, are an ancient range.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Ural Mountains
"The Swiss Alps, known for their scenic beauty, include several notable mountains.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Swiss Alps
Mount Vinson is the highest peak in Antarctica and is part of the Sentinel Range.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Vinson
"The Matterhorn, a famous mountain in Switzerland, is known for its unique and distinctive peak shape.",O B-MOUNTAIN O O O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a popular destination for climbers.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, an active stratovolcano in Japan, is the country's tallest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"The Andes, the world's longest mountain range, extend along the western coast of South America.",O B-MOUNTAIN O O O O O O O O O O O O O,Andes
"Elbrus, located in Russia, is Europe's highest peak and a popular destination for climbers.",B-MOUNTAIN O O O O O O O O O O O O O,Elbrus
"Mount Vinson is the highest point in Antarctica and is found on the continent's highest mountain, Mount Vinson Massif.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Mount Vinson
"Olympus, located in Greece, is considered the mythical home of the ancient Greek gods.",B-MOUNTAIN O O O O O O O O O O O O O,Olympus
"The Ural Mountains, a major range in eastern Europe and northern Asia, separate Europe from Asia.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Ural Mountains
"Kilimanjaro's three volcanic cones are named Kibo, Mawenzi, and Shira.",B-MOUNTAIN O O O O O O O O O,Kilimanjaro
"The Rocky Mountains, a major mountain range in North America, extend more than 3,000 miles from the northernmost part of British Columbia, in western Canada, to New Mexico in the Southwestern United States.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,Rocky Mountains
"The Matterhorn, a distinctive peak located in Switzerland, is a popular destination for mountain climbers.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook, New Zealand's highest peak, offers breathtaking views of the Southern Alps.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Elbrus, straddling Europe and Asia, is the tallest peak in Russia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Elbrus
"In South America, Chimborazo is considered to be the farthest point from Earth's center due to the equatorial bulge.",O O O B-MOUNTAIN O O O O O O O O O O O O O O O,Chimborazo
"Fuji, an active stratovolcano in Japan, is a cultural symbol and UNESCO World Heritage Site.",B-MOUNTAIN O O O O O O O O O O O O O O,Fuji
"Mount Rushmore, located in South Dakota, USA, features the faces of four American presidents carved into its granite surface.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Mount Rushmore
"Vesuvius, Italy's only active volcano, is famous for its eruption that destroyed Pompeii in 79 AD.",B-MOUNTAIN O O O O O O O O O O O O O O O,Vesuvius
"The highest mountain peak of the Alps, Mont Blanc, attracts thousands of climbers every year.",O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Mont Blanc
"Aconcagua, the highest mountain outside Asia, is located in Argentina and Chile.",B-MOUNTAIN O O O O O O O O O O O,Aconcagua
Mount Kilimanjaro's Uhuru Peak is the highest point in Africa and can be reached by hikers without technical climbing skills. || Uhuru Peak (Mount Kilimanjaro),O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, a famous mountain with a distinctive peak, can be found in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
Mount Fuji is Japan's highest mountain and a popular tourist destination.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Fuji
"The Andes, the world's longest mountain range, extend along western South America.",O B-MOUNTAIN O O O O O O O O O O,Andes
"Mount Elbrus, located in Russia, is Europe's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Elbrus
Vinson Massif is the highest peak in Antarctica and a popular destination for climbers.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Vinson Massif
"The Carpathian Mountains run through central and eastern Europe, providing beautiful landscapes.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Carpathian Mountains
"Olympus, often associated with Greek mythology, is the highest mountain in Greece.",B-MOUNTAIN O O O O O O O O O O O,Olympus
"Kosciuszko, at 2,228 meters, is Australia's highest peak but not its tallest mountain.",B-MOUNTAIN O O O O O O O O O O O O,Kosciuszko
"The Alps, a range of mountains stretching from France to Slovenia, offer numerous ski resorts and hiking trails.",O B-MOUNTAIN O O O O O O O O O O O O O O O O,Alps
Aoraki/Mount Cook is New Zealand's highest peak.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"The Andes, stretching over 7,000 kilometers, are the longest mountain range in the world.",O B-MOUNTAIN O O O O O O O O O O O O,Andes
"Aconcagua, with a height of 6,959 meters, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is the country's tallest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"The Rockies, also known as the North American Cordillera, extend from the northernmost part of British Columbia.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Rockies
"Elbrus, located in Russia, is Europe's highest peak.",B-MOUNTAIN O O O O O O O,Elbrus
"Kenya, a prominent double-peaked mountain, is the highest point in Kenya.",B-MOUNTAIN O O O O O O O O O O,Kenya
"Olympus, situated in Greece, is considered the highest mountain in Europe south of the Alps.",B-MOUNTAIN O O O O O O O O O O O O O O,Olympus
"Mount Vesuvius, famous for its eruption that destroyed Pompeii, is a volcanic mountain in Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Vesuvius
"The Atlas Mountains, a system of mountain ranges in North Africa, run parallel to the coast of Morocco.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Atlas Mountains
"Kosciuszko, at 2,228 meters above sea level, is the highest peak in Australia.",B-MOUNTAIN O O O O O O O O O O O O,Kosciuszko
"The Matterhorn, a famous and iconic mountain, can be found in Switzerland.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
"Mount Fuji, an active stratovolcano, is located in Japan.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Mount Elbrus, the tallest mountain in Europe, straddles the border between Russia and Georgia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Elbrus
"The Andes, the world's longest continental mountain range, stretch along South America.",O B-MOUNTAIN O O O O O O O O O O,Andes
"Vinson is Antarctica's highest peak, located at the heart of the Sentinel Range.",B-MOUNTAIN O O O O O O O O O O O O,Vinson
"Kenya, Africa's second-highest mountain, is a stratovolcano with two peaks: Batian and Nelion.",B-MOUNTAIN O O O O O O O O O O O O,Kenya
"The Ural Mountains, a major mountain system in Russia, separate Europe and Asia.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Ural Mountains
"Mont Blanc, the highest peak of the Alps, is located on the border between France and Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mont Blanc
"Mount McKinley, also known as Denali, is North America's highest mountain peak. (Repeating for demonstration purposes)",O O O O O B-MOUNTAIN O O O O O O O O O O,Denali
"Aspiring Mountain, also known as Aoraki, is the highest peak in New Zealand's Southern Alps. || Aspiring Mountain (Aoraki)",O O O O O O O O O O O O O O B-MOUNTAIN O O O O,Alps
"The Matterhorn, with its distinctive peak, is one of Switzerland's most famous mountains.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
"Aspiring Mountain, located in New Zealand, is a popular destination for mountain climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aspiring Mountain
"Mount Fuji, an active stratovolcano in Japan, is the country's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"Mont Blanc, located along the border of France and Italy, is Western Europe's highest summit.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mont Blanc
"McKinley, also known as Denali, is the highest mountain peak in North America.",B-MOUNTAIN O O O O O O O O O O O O,McKinley
"Mount Ararat, a dormant volcano in eastern Turkey, is where many believe Noah's Ark came to rest.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mount Ararat
"Olympus, located in Greece, was considered the home of the ancient Greek gods.",B-MOUNTAIN O O O O O O O O O O O O,Olympus
"Aconcagua, the highest peak in South America, is located in Argentina.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"The highest peak in Africa, Uhuru Peak, can be found on Mount Kilimanjaro. || Uhuru Peak (Mount Kilimanjaro)",O O O O O O O O O O O O B-MOUNTAIN O O O O O,Kilimanjaro
"The Andes Mountain range spans seven countries and contains numerous peaks over 6,000 meters high. || Andes Mountains",O B-MOUNTAIN O O O O O O O O O O O O O O O O,Andes
"The Matterhorn, a famous Swiss mountain with a distinctive peak, has been attracting climbers for centuries.",O B-MOUNTAIN O O O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's highest mountain and an active stratovolcano, is a popular destination for pilgrimage.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Fuji
"Aconcagua, located in Argentina, is the highest peak in South America with an elevation of over 6,900 meters.",B-MOUNTAIN O O O O O O O O O O O O O O O O O,Aconcagua
"Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira.",B-MOUNTAIN O O O O O O O O,Kilimanjaro
"The Andes, the world's longest mountain range, stretches over 7,000 kilometers through several South American countries.",O B-MOUNTAIN O O O O O O O O O O O O O O,Andes
"Elbrus, located in Russia, is Europe's highest peak with two summits: Western Elbrus and Eastern Elbrus.",B-MOUNTAIN O O O O O O O O O O O O O O O,Elbrus
"Kosciuszko, the highest mountain in Australia, is a popular spot for hikers and skiers.",B-MOUNTAIN O O O O O O O O O O O O O,Kosciuszko
"Vesuvius, an active stratovolcano near Naples, Italy, is famous for its eruption that destroyed Pompeii.",B-MOUNTAIN O O O O O O O O O O O O O O,Vesuvius
"Mount Aconcagua, the highest peak in South America, is also the world's second-highest mountain outside Asia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Aconcagua
"The Rocky Mountains, a major mountain range in North America, extend from New Mexico to Alaska and are home to numerous national parks.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O O,Rocky Mountains
"The Andes mountain range stretches more than 7,000 kilometers through South America.",O B-MOUNTAIN O O O O O O O O O O,Andes
"Fuji, located on the island of Honshu in Japan, is the country's highest mountain.",B-MOUNTAIN O O O O O O O O O O O O O,Fuji
"Mount Kenya, a stratovolcano in central Kenya, is the highest peak in Africa after Kilimanjaro.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Kenya
The Appalachian Mountains run from Maine to Alabama and Georgia in the United States.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Appalachian Mountains
"Mount Elbrus in Russia is Europe's highest mountain at 5,642 meters (18,510 feet).",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Elbrus
The Ural Mountains form a natural border between Europe and Asia in Russia.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Ural Mountains
"Kosciuszko is the highest mountain on the Australian mainland at 2,228 meters (7,310 feet).",B-MOUNTAIN O O O O O O O O O O O O O,Kosciuszko
Mount Olympus in Greece is known as the home of the ancient Greek gods. || Mount Olympus (Greece),O B-MOUNTAIN O O O O O O O O O O O O O O O O,Olympus
"Mount Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira. || Mount Kilimanjaro (Shira)",O B-MOUNTAIN O O O O O O O O O O O O,Kilimanjaro
Aoraki/Mount Cook is New Zealand's highest peak.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"The Matterhorn, a distinctive mountain, is located on the border of Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook is New Zealand's highest mountain, often referred to as the ""Cloud Piercer.""",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Aoraki/Mount Cook
"Fuji, Japan's most famous landmark, is a dormant stratovolcano.",B-MOUNTAIN O O O O O O O O,Fuji
"The Andes, the world's longest continental mountain range, extend through several South American countries.",O B-MOUNTAIN O O O O O O O O O O O O,Andes
"Mount Vinson, the highest peak in Antarctica, lies in the Sentinel Range.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Vinson
"Elbrus, Europe's tallest mountain, is a part of the Caucasus Mountain Range.",B-MOUNTAIN O O O O O O O O O O O,Elbrus
"Aconcagua, located in Argentina, is the highest peak outside Asia.",B-MOUNTAIN O O O O O O O O O,Aconcagua
"Mount Kenya, Africa's second-highest mountain, is a stratovolcano with three peaks.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Kenya
